"";"Ecoregion";"Year";"dimension";"n";"mean_value";"sd_value";"pval";"coeff"
"451";"Western
Med. Sea";1995;"PC1";133;0,541687695974452;0,0706475029449186;0,04035734969051;0,000389869358055651
"452";"Western
Med. Sea";1995;"PC2";133;-0,11733140907838;0,0355154359974259;0,0124263723788421;-0,000436940345316418
"453";"Western
Med. Sea";1995;"PC3";133;-0,0650985460869037;0,0196031874347999;0,17521810627901;9,77432496082406e-05
"454";"Western
Med. Sea";1996;"PC1";141;0,544191756669306;0,0727982379788166;0,04035734969051;0,000389869358055651
"455";"Western
Med. Sea";1996;"PC2";141;-0,11440790546864;0,0424349070951671;0,0124263723788421;-0,000436940345316418
"456";"Western
Med. Sea";1996;"PC3";141;-0,0603307010666605;0,0211413228291352;0,17521810627901;9,77432496082406e-05
"457";"Western
Med. Sea";1997;"PC1";135;0,540110331861902;0,0647089266671842;0,04035734969051;0,000389869358055651
"458";"Western
Med. Sea";1997;"PC2";135;-0,115058986292068;0,0403228371634374;0,0124263723788421;-0,000436940345316418
"459";"Western
Med. Sea";1997;"PC3";135;-0,0605578001820816;0,0225013838784732;0,17521810627901;9,77432496082406e-05
"460";"Western
Med. Sea";1998;"PC1";135;0,539767250716258;0,0668549980276267;0,04035734969051;0,000389869358055651
"461";"Western
Med. Sea";1998;"PC2";135;-0,118715147586177;0,0378856518068918;0,0124263723788421;-0,000436940345316418
"462";"Western
Med. Sea";1998;"PC3";135;-0,0663094729298451;0,0176001477251863;0,17521810627901;9,77432496082406e-05
"463";"Western
Med. Sea";1999;"PC1";143;0,54299218680375;0,0739026065715269;0,04035734969051;0,000389869358055651
"464";"Western
Med. Sea";1999;"PC2";143;-0,116218189254088;0,0399061908175291;0,0124263723788421;-0,000436940345316418
"465";"Western
Med. Sea";1999;"PC3";143;-0,0637755555447412;0,0173917085153786;0,17521810627901;9,77432496082406e-05
"466";"Western
Med. Sea";2000;"PC1";148;0,548101805889967;0,071030932545679;0,04035734969051;0,000389869358055651
"467";"Western
Med. Sea";2000;"PC2";148;-0,115259690020162;0,0359186567959787;0,0124263723788421;-0,000436940345316418
"468";"Western
Med. Sea";2000;"PC3";148;-0,0629666884555193;0,019590292418117;0,17521810627901;9,77432496082406e-05
"469";"Western
Med. Sea";2001;"PC1";146;0,554551754877443;0,0630435267063219;0,04035734969051;0,000389869358055651
"470";"Western
Med. Sea";2001;"PC2";146;-0,111466309109136;0,037217309700138;0,0124263723788421;-0,000436940345316418
"471";"Western
Med. Sea";2001;"PC3";146;-0,0610772380828705;0,0185735918300579;0,17521810627901;9,77432496082406e-05
"472";"Western
Med. Sea";2002;"PC1";96;0,543984860436477;0,071030032755277;0,04035734969051;0,000389869358055651
"473";"Western
Med. Sea";2002;"PC2";96;-0,113349727224526;0,0376294662592807;0,0124263723788421;-0,000436940345316418
"474";"Western
Med. Sea";2002;"PC3";96;-0,0616307376832275;0,0192175641252819;0,17521810627901;9,77432496082406e-05
"475";"Western
Med. Sea";2003;"PC1";126;0,551856363392017;0,0672247732199432;0,04035734969051;0,000389869358055651
"476";"Western
Med. Sea";2003;"PC2";126;-0,114289880046464;0,034195856508462;0,0124263723788421;-0,000436940345316418
"477";"Western
Med. Sea";2003;"PC3";126;-0,0641433647584822;0,0190604469485909;0,17521810627901;9,77432496082406e-05
"478";"Western
Med. Sea";2004;"PC1";137;0,554460111549612;0,0772896406391328;0,04035734969051;0,000389869358055651
"479";"Western
Med. Sea";2004;"PC2";137;-0,108952280249432;0,0399443280084599;0,0124263723788421;-0,000436940345316418
"480";"Western
Med. Sea";2004;"PC3";137;-0,0599603421103162;0,0198704957611639;0,17521810627901;9,77432496082406e-05
"481";"Western
Med. Sea";2005;"PC1";137;0,555063012611712;0,0737661908670252;0,04035734969051;0,000389869358055651
"482";"Western
Med. Sea";2005;"PC2";137;-0,111789113187163;0,0400673138756339;0,0124263723788421;-0,000436940345316418
"483";"Western
Med. Sea";2005;"PC3";137;-0,0600155417498888;0,021709623638786;0,17521810627901;9,77432496082406e-05
"484";"Western
Med. Sea";2006;"PC1";147;0,550999664085585;0,0704220057214895;0,04035734969051;0,000389869358055651
"485";"Western
Med. Sea";2006;"PC2";147;-0,111952579432928;0,0374378964104228;0,0124263723788421;-0,000436940345316418
"486";"Western
Med. Sea";2006;"PC3";147;-0,0617805375044173;0,0189581067318336;0,17521810627901;9,77432496082406e-05
"487";"Western
Med. Sea";2007;"PC1";102;0,560439392870867;0,0682299577509001;0,04035734969051;0,000389869358055651
"488";"Western
Med. Sea";2007;"PC2";102;-0,109902263317407;0,0402177133297252;0,0124263723788421;-0,000436940345316418
"489";"Western
Med. Sea";2007;"PC3";102;-0,063218040774957;0,0177276883467823;0,17521810627901;9,77432496082406e-05
"490";"Western
Med. Sea";2008;"PC1";137;0,557924557130357;0,0709190295250502;0,04035734969051;0,000389869358055651
"491";"Western
Med. Sea";2008;"PC2";137;-0,102043854496133;0,0483557505707322;0,0124263723788421;-0,000436940345316418
"492";"Western
Med. Sea";2008;"PC3";137;-0,0576567350564059;0,0216656819099173;0,17521810627901;9,77432496082406e-05
"493";"Western
Med. Sea";2009;"PC1";140;0,559436303942638;0,0709606502203121;0,04035734969051;0,000389869358055651
"494";"Western
Med. Sea";2009;"PC2";140;-0,109060824789358;0,041233793955083;0,0124263723788421;-0,000436940345316418
"495";"Western
Med. Sea";2009;"PC3";140;-0,060461751034108;0,0207729069838684;0,17521810627901;9,77432496082406e-05
"496";"Western
Med. Sea";2010;"PC1";119;0,558324914130345;0,0635645217754318;0,04035734969051;0,000389869358055651
"497";"Western
Med. Sea";2010;"PC2";119;-0,119220103117969;0,0430699832147028;0,0124263723788421;-0,000436940345316418
"498";"Western
Med. Sea";2010;"PC3";119;-0,061799945699741;0,0224533803315332;0,17521810627901;9,77432496082406e-05
"499";"Western
Med. Sea";2011;"PC1";140;0,551834633270063;0,0720056999038655;0,04035734969051;0,000389869358055651
"500";"Western
Med. Sea";2011;"PC2";140;-0,120468844491378;0,0461845752106495;0,0124263723788421;-0,000436940345316418
"501";"Western
Med. Sea";2011;"PC3";140;-0,0605876019677625;0,0237008818970309;0,17521810627901;9,77432496082406e-05
"502";"Western
Med. Sea";2012;"PC1";147;0,539933454783842;0,0788464749365795;0,04035734969051;0,000389869358055651
"503";"Western
Med. Sea";2012;"PC2";147;-0,124728875798631;0,0427416941331237;0,0124263723788421;-0,000436940345316418
"504";"Western
Med. Sea";2012;"PC3";147;-0,0638557463838757;0,0207237657668624;0,17521810627901;9,77432496082406e-05
"505";"Western
Med. Sea";2013;"PC1";131;0,546603345621406;0,0737145652021552;0,04035734969051;0,000389869358055651
"506";"Western
Med. Sea";2013;"PC2";131;-0,123952251242705;0,0468328869793853;0,0124263723788421;-0,000436940345316418
"507";"Western
Med. Sea";2013;"PC3";131;-0,0607671567231725;0,0243686584184761;0,17521810627901;9,77432496082406e-05
"508";"Western
Med. Sea";2014;"PC1";110;0,543354380011429;0,069489241654061;0,04035734969051;0,000389869358055651
"509";"Western
Med. Sea";2014;"PC2";110;-0,130604760669195;0,041056320636796;0,0124263723788421;-0,000436940345316418
"510";"Western
Med. Sea";2014;"PC3";110;-0,0654504149070589;0,0237713926796038;0,17521810627901;9,77432496082406e-05
"511";"Western
Med. Sea";2015;"PC1";139;0,550150788346841;0,0714014997104995;0,04035734969051;0,000389869358055651
"512";"Western
Med. Sea";2015;"PC2";139;-0,123439549865212;0,0464821099665078;0,0124263723788421;-0,000436940345316418
"513";"Western
Med. Sea";2015;"PC3";139;-0,0599828694966568;0,0238961929009368;0,17521810627901;9,77432496082406e-05
"514";"Western
Med. Sea";2016;"PC1";134;0,550697336604763;0,0750087442684915;0,04035734969051;0,000389869358055651
"515";"Western
Med. Sea";2016;"PC2";134;-0,126836573354276;0,041987224105439;0,0124263723788421;-0,000436940345316418
"516";"Western
Med. Sea";2016;"PC3";134;-0,0659045394278363;0,024502470096686;0,17521810627901;9,77432496082406e-05
"517";"Western
Med. Sea";2017;"PC1";72;0,563522945383404;0,0640688008288571;0,04035734969051;0,000389869358055651
"518";"Western
Med. Sea";2017;"PC2";72;-0,121996943873823;0,0492401492222567;0,0124263723788421;-0,000436940345316418
"519";"Western
Med. Sea";2017;"PC3";72;-0,0557481531712527;0,0293096696926837;0,17521810627901;9,77432496082406e-05
"520";"Western
Med. Sea";2018;"PC1";134;0,547938015132546;0,0747637294971747;0,04035734969051;0,000389869358055651
"521";"Western
Med. Sea";2018;"PC2";134;-0,116958911994064;0,0486361238781171;0,0124263723788421;-0,000436940345316418
"522";"Western
Med. Sea";2018;"PC3";134;-0,0590333134084775;0,0255775099430243;0,17521810627901;9,77432496082406e-05
